intensity,log_intensity,x,y,r,phi,length,width,psi,skewness,kurtosis,time_gradient,intercept,leakage_intensity_width_1,leakage_intensity_width_2,leakage_pixels_width_1,leakage_pixels_width_2,n_pixels,concentration_cog,concentration_core,concentration_pixel,n_islands,alt_tel,az_tel,obs_id,event_id,calibration_id,dragon_time,ucts_time,tib_time,mc_type,mc_core_distance,wl,tel_id,tel_pos_x,tel_pos_y,tel_pos_z,trigger_type,ucts_trigger_type,trigger_time,log_reco_energy,reco_energy,reco_disp_dx,reco_disp_dy,reco_src_x,reco_src_y,reco_alt,reco_az,reco_type,gammaness
502.399427652359,2.7010491359688613,0.3223152257367477,-0.1275827256742983,0.34664745294349686,-0.37690823895164927,0.31693703289089864,0.06685809775064715,-0.4094382900946807,0.2291855954481849,2.20439365686687,10.272886663580216,14.126425860694308,0.0,0.0,0.0,0.0,98,0.0695910153211451,0.4214731996741659,0.11662188227507463,11,1.2610816647296477,1.8729473245755768,2929,1953,0,1605750073.268536,1605750073.268536,1605750073.2685387,-1,,0.21095072778592636,1,50.0,50.0,16.0,1,1,1605749971.2685359,-0.4973661699543727,0.3181513936931233,-0.6488553319937654,0.26310738923128646,-0.32654010625701774,0.13552466355698817,1.2493842035645744,1.8882683295207845,0,0.8495
1191.311687707901,3.0760254025760814,0.8650377464413992,-0.2621927640070565,0.903900076483056,-0.2942982116970445,0.31050926827382364,0.0958094759743892,0.11148899094666437,-0.7317480919478414,3.095180843892391,-7.822869068251608,14.882381760008757,0.090371214,0.20356026,0.003234501347708895,0.007008086253369272,85,0.15834944068387638,0.40867577689002016,0.07007405565249085,5,1.2610974782889173,1.8729705177958391,2929,4670,0,1605750073.5101495,1605750073.5101495,1605750073.5101519,-1,,0.3085559297698621,1,50.0,50.0,16.0,1,1,1605749971.5101492,-0.28911450375110725,0.5139081394584475,0.6413339006927592,0.08176783828103236,1.5063716471341584,-0.18042492572602414,1.3148184713204207,1.8475546878662972,0,0.8334523809523811
1246.9881732463837,3.0958623345385337,0.41424285507460706,0.4168585073643387,0.5876803196827219,0.7885453651372503,0.23511599324075333,0.06851412097106754,-0.014026165169557655,-0.525789777288371,3.4933916307913635,-1.9722205519722584,15.726074467832468,0.0,0.0,0.0,0.0,85,0.15357308016699828,0.4434541790878388,0.12488955180861372,8,1.261118345789325,1.8730011234631034,2929,8197,0,1605750073.8289814,1605750073.8289814,1605750073.828983,-1,,0.29140561654991576,1,50.0,50.0,16.0,1,1,1605749971.8289812,-0.7369656945728389,0.18324591647390379,0.37246073445488537,-0.015321924546241966,0.7867035895294925,0.40153658281809673,1.288862819396235,1.9245471446685103,0,0.8561666666666667
588.6913478374481,2.7698876529107492,-0.17484144344826208,0.6622397903435168,0.6849314347154004,1.82892175546939,0.3203453198135642,0.08977710987359484,0.563452779204527,0.14345620658396835,2.3344186803026266,10.82569979796343,14.98113675177147,0.0,0.0,0.0,0.0,95,0.0979313340552888,0.3675902012411779,0.04966722329873395,8,1.2611294273118518,1.8730173763628097,2929,10101,0,1605750073.9982944,1605750073.9982946,1605750073.998296,-1,,0.2802510426119029,1,50.0,50.0,16.0,1,1,1605749971.998294,-0.3267619913134172,0.47123550931573405,-0.6723414524594944,-0.42630458255940007,-0.8471828959077565,0.2359352077841167,1.2307715447371481,1.8982735457885935,0,0.8528333333333333
424.203515291214,2.627574263108527,-0.3533694627944043,0.16795850406110846,0.391254439364017,2.697894959457224,0.48837996060609645,0.0798054061418665,-1.0281040041857374,0.05117292554086849,1.9959663507569956,23.33762364140397,17.608303474844508,0.0,0.0,0.0,0.0,85,0.0903007257934781,0.3319312704103855,0.045165951588184525,7,1.261136091739946,1.8730284614192267,2929,11279,0,1605750074.104291,1605750074.1042912,1605750074.1042907,-1,,0.16340843723977788,1,50.0,50.0,16.0,1,1,1605749972.1042907,0.10166136803291814,1.2637505803311113,-0.6990439562404914,1.1921632943006732,-1.0524134190348957,1.3601217983617817,1.2202658172066871,2.014804438658413,0,0.8911666666666668
439.3889503479004,2.6428491311842346,0.5623276923848491,0.7192646941955391,0.9129918586378916,0.9072462290840959,0.2785619209930201,0.07990886979542865,-0.04894229450300181,-0.1353136478174024,1.9885573934002359,8.087203365892645,18.010068093563152,0.05099465,0.13153474,0.001078167115902965,0.00215633423180593,113,0.09935848531074985,0.32774522272466927,0.08468052587228081,16,1.2611823598062888,1.8731055748631313,2929,19553,0,1605750074.8406703,1605750074.8406703,1605750074.8406694,-1,,0.2868621436503912,1,50.0,50.0,16.0,1,1,1605749972.84067,-0.5714974096657551,0.2682270605869981,-0.6992559995769512,0.01435146449180875,-0.13692830719210203,0.7336161586873479,1.2552370505876853,1.9576186457428257,0,0.834
572.9961936473846,2.758151737005038,0.26711649022757555,-0.416755879242613,0.49501180009650464,-1.0008149027825766,0.3774558163215587,0.07344712884514201,0.32995293629368305,0.16199559127309449,1.9886411339195813,11.591883132657747,16.997344097092917,0.0,0.0,0.0,0.0,86,0.08927786384415097,0.352103050809966,0.06485626270227367,8,1.2611879788648004,1.8731149399606508,2929,20566,0,1605750074.9301002,1605750074.9301004,1605750074.930099,-1,,0.19458470546542486,1,50.0,50.0,16.0,1,1,1605749972.9301,-0.3880648882420773,0.40919951637665036,-0.8173269323022277,-0.2601697000834755,-0.5502104420746522,-0.6769255793260884,1.2406780644783422,1.7984859884524897,0,0.9008333333333333
322.2098753452301,2.5081388468908226,-0.9145507814327916,-0.25428376328764607,0.9492435746904254,-2.8704002864071843,0.22553461642545478,0.07732074456888834,0.12647546532638068,0.1888697893784194,2.321184448741788,-6.326533586349646,13.581513629245617,0.13615662,0.28743437,0.00215633423180593,0.00431266846361186,57,0.21818203844418163,0.34426646852258014,0.10207387254060876,7,1.261208509744559,1.8731491580935817,2929,24174,0,1605750075.2568595,1605750075.2568595,1605750075.256859,-1,,0.3428331570308849,1,50.0,50.0,16.0,1,1,1605749973.2568593,-0.717012434365404,0.19186138076981363,0.6239888169107067,0.0807902926543408,-0.2905619645220848,-0.17349347063330528,1.250773175198032,1.8534528818144274,0,0.8223333333333334
301.297874212265,2.4789960675474365,0.8230637793559792,-0.2776425752713588,0.8686307526740348,-0.32534156294306493,0.2704973854136537,0.07781892358290086,-0.025625289356844588,-0.029951050444584966,1.8945681983489029,-11.756345513428386,12.886736599292494,0.040683657,0.16548759,0.001078167115902965,0.003234501347708895,75,0.14346704123848117,0.3477219211894523,0.0753218492120134,9,1.2612476746559385,1.8732144329458806,2929,31270,0,1605750075.8801885,1605750075.8801885,1605750075.8801882,-1,,0.2876882653187111,1,50.0,50.0,16.0,1,1,1605749973.8801882,-0.49524988990737057,0.3197055017993878,0.8652994276431817,-0.0007057734943837615,1.6883632069991608,-0.2783483487657426,1.3213559907752945,1.8330078806319683,0,0.8291666666666667
869.8822951316833,2.9394604916610247,-0.14828308988675604,0.6406283123320629,0.6575655931599454,1.7982557492521756,0.35978322707717575,0.1017992066698399,0.17134964212683879,0.533763938698755,2.4167222562784665,9.866193486596288,17.124243760984093,0.0,0.0,0.0,0.0,139,0.09071070763413985,0.4247663582613852,0.1115697161502307,16,1.2612519313028219,1.8732215273573534,2929,32036,0,1605750075.9479349,1605750075.947935,1605750075.9479344,-1,,0.2829459491395449,1,50.0,50.0,16.0,1,1,1605749973.9479346,-0.31871069785403533,0.4800531260871727,-0.7488548295704459,-0.13132648144219145,-0.897137919457202,0.5093018308898714,1.2287414892477329,1.9274452747136777,0,0.8106666666666666
